                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     30,                  1.168,                 0.6623,                 1.1951,                0.95594,                0.88207,                0.93461,                0.64766,                  1.036,                 0.5877,                 1.1035,              5.375e-05,              5.375e-05,              5.375e-05
